id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,vol,n_ga,n_al,n_in,n_o,mass_al,mass_ga,mass_in,mass_o,density,z_al,z_ga,z_in,z_o,z_tot,r_ene,k_ene,p_ene,eta,r_gao_ave,r_gao_min,r_alo_ave,r_alo_min,r_ino_ave,r_ino_min,inv_r_gao_sum,inv2_r_gao_sum,inv_r_alo_sum,inv2_r_alo_sum,inv_r_ino_sum,inv2_r_ino_sum,mass_tot,inv2_r_sum,inv_r_sum,r_min,r_mean,ngao_mean,nalo_mean,nino_mean,n_mean,coul,rmean,cgaga,rgaga,calal,ralal,cinin,rinin,coo,roo,cgaal,rgaal,cgain,rgain,cgao,rgao,calin,ralin,calo,ralo,cino,rino
407,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0319,4.5533,272.6162066305474,3,9,0,18,242.8338474,209.169,0.0,287.9892,2.7144095963555297,117,93,0,144,354,40153.673230981694,4916.221885708339,-20528.845162149017,0.20684777072416197,1.98241895722206,1.8891239607504755,1.9691228684209083,1.889061229912081,inf,inf,6.060069595042247,3.063917363215659,14.237273877316618,7.2483997149972925,0.0,0.0,739.9920473999998,10.312317078212953,20.297343472358865,1.889061229912081,1.9731116950612533,0.6666666666666666,1.5555555555555556,0.0,2.2222222222222223,-61.873902469277716,1.9731116950612533,0.0,inf,12.401561786324065,3.3657491513754483,0.0,inf,23.67970213974722,2.94263770512307,12.883236011414821,3.301017397151012,0.0,inf,-18.38350417929395,1.98241895722206,0.0,inf,-43.49039828998376,1.969122868420908,0.0,inf
408,33,80.0,0.6875,0.125,0.1875,10.131,8.6837,9.3127,90.00399999999998,90.0017,90.001,0.1797,2.9739,819.2807261997146,4,22,6,48,593.5938492,278.892,688.908,767.9712,2.843183019823873,286,124,294,384,1088,409034.6171400328,45675.07726527453,-75498.39271771492,0.13773776882427918,2.006415979576547,1.8021360765182377,1.9794393238895995,1.8020887727741788,1.9950352224122463,1.802098698319148,7.513164643653097,3.7810389153072324,43.67442319177351,22.289521153888195,10.562932280677428,5.330745830953272,2329.3650492,31.401305900148696,61.75052011610404,1.8020887727741788,1.9854406657279584,0.3125,1.7916666666666667,0.4375,2.5416666666666665,-188.40783540089225,1.9854406657279584,0.8108541687814774,3.33157717322006,34.597371766886056,3.279225148138735,2.5661726718751003,3.262108027705087,88.84718869045122,3.0331232138620354,16.895432392770214,3.2785469165539736,1.6714999624464513,3.2854370838640827,-22.68623349184339,2.0064159795765475,20.11495205090703,3.2915865169579286,-133.7371269233292,1.979439323889599,-31.984474985719643,1.9950352224122463
409,12,80.0,0.125,0.5,0.375,24.6928,6.3434,6.2358,90.0001,104.735,90.0001,0.1837,1.254,944.6297914571918,16,4,12,48,107.9261544,1115.568,1377.816,767.9712,3.5667743965628333,52,496,588,384,1520,498533.9275947421,32948.352410560496,-137833.7397885406,0.1252661636227533,2.012072188859647,1.896479117428676,2.0267198563463094,1.896479117428676,2.032283628179838,1.896479117428676,28.40275352677505,14.188592644349972,7.417598883948145,3.675998199291497,21.70333874623869,10.73090022270119,3369.2813544,28.59549106634266,57.52369115696189,1.896479117428676,2.02163269181127,1.1875,0.3125,0.9166666666666666,2.4166666666666665,-171.572946398056,2.02163269181127,16.809479880144902,3.4529002161221483,0.0,inf,7.919562718258259,3.389045133797775,71.84248476631733,3.1333840749287267,9.547596566833317,3.3783872469450116,31.87287891691349,3.4211008455700602,-85.13155586609983,2.0120721888596464,5.604978832479335,3.3694716751098768,-22.05598919574898,2.0267198563463094,-64.38540133620711,2.032283628179838
410,33,80.0,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2602,1.3279,988.1093387375515,2,9,21,48,242.8338474,139.446,2411.178,767.9712,3.60428639602802,117,62,1029,384,1592,950613.1474113343,280492.4462179734,-161274.70112520418,0.12156396770277605,2.1701343519348093,1.9251535457185789,2.1119676438833563,1.9251208053106736,2.1077502810175623,1.925120805310674,4.171926797835932,1.945111902442641,14.764297898183568,7.070467094858147,39.072034061240906,18.69381675298053,3561.4290474,27.70939575028132,58.00825875726041,1.9251208053106736,2.113424009600307,0.16666666666666666,0.6041666666666666,1.6458333333333333,2.4166666666666665,-160.56383373662294,2.09266476266062,0.7557037482692393,3.4510040309013257,3.1150901784982836,3.4114754227075137,28.7374201918442,3.4601602339922053,72.24067475195969,3.0766215575576044,0.71399347568573,3.5503742336392285,6.0583022394293975,3.4601152786792824,-10.72192029951844,2.1270540239335767,26.108220848924518,3.4800380631956167,-40.525312353547946,2.0841871408211285,-109.31660108355648,2.092294344219627
411,33,80.0,0.25,0.25,0.5,10.6822,9.1203,9.7448,90.0009,89.9995,90.0004,0.2482,1.3189,949.3858599415573,8,8,16,48,215.8523088,557.784,1837.088,767.9712,3.55882223589046,104,248,784,384,1520,802159.7198526226,238160.0892605337,-145043.68205996882,0.12484745575170984,2.0768320118203856,1.9103858370273181,2.1087487821839144,1.897722927652032,2.0756495293019874,1.897733815800628,13.99913917145576,6.774914949943995,16.7172301199587,8.039012401247081,28.07135666949421,13.645444959365456,3378.6955088,28.45937231055653,58.78772596090867,1.897722927652032,2.08542629851429,0.6041666666666666,0.7291666666666666,1.2083333333333333,2.5416666666666665,-170.7562338633392,2.0854262985142906,5.625858875895367,3.35635229493194,6.074662306295668,3.4571880909864867,19.455104657958127,3.4874836656864256,74.19588656191408,3.0357726098200186,6.3437188506992594,3.371107036114428,17.751500254441467,3.4246900121130874,-40.64948969966397,2.0768320118203856,14.258211302247574,3.4769745072601514,-48.23407440748248,2.108748782183913,-81.87266975619272,2.0756495293019874
412,12,80.0,0.1875,0.7812,0.0312,24.7185,6.1332,5.8708,89.9999,103.8157,90.0001,0.0323,2.2885,864.2841774249642,25,6,1,48,161.88923160000004,1743.075,114.818,767.9712,3.2255055737637037,78,775,49,384,1286,613078.7180248232,13579.108971818921,-90371.76877127966,0.13291392839141594,1.9748099662874192,1.8556984406904888,1.8961689148001928,1.855698440690489,2.0113718952170725,1.957876524592272,48.702955294258786,24.75403148253306,8.448484483317278,4.4662038103457995,1.9902642755269788,0.9910599977802984,2787.7534316,30.211295290659155,59.141704053103034,1.8556984406904888,1.9652236808729624,2.0,0.3333333333333333,0.08333333333333333,2.4166666666666665,-181.26777174395488,1.9652236808729624,45.498369165995605,3.31214305460226,0.6748551892231174,3.651875464322757,0.0,inf,75.80435932731487,3.0641045023285898,25.16360278130277,3.3430963079541804,4.229714003981735,3.2725833944924334,-148.5241888951984,1.97480996628742,0.0,inf,-26.797222862074804,1.8961689148001928,-5.9463599866817916,2.0113718952170725
413,33,40.0,0.375,0.0,0.625,5.3812,9.1754,9.8031,90.0025,89.9991,90.0005,0.2534,1.5821,484.0247532187892,0,6,10,24,161.88923160000004,0.0,1148.18,383.9856,3.499934291241201,78,0,490,192,760,302774.68663407397,127454.75633190887,-85025.3003786849,0.15526961961502755,inf,inf,2.1111808011330435,1.9502065923244167,2.0968939415543426,1.9114821192945108,0.0,0.0,7.111925918978177,3.3753800446775197,18.708595990240983,9.024524863538439,1694.0548316000006,12.399904908215964,25.82052190921916,1.9114821192945108,2.1008625136595382,0.0,0.625,1.625,2.25,-74.39942944929572,2.1008625136595382,0.0,inf,1.7840342860769751,3.1763961012766013,10.106987387566123,3.4103099926446587,29.166851622405854,3.0390716722169264,0.0,inf,0.0,inf,0.0,inf,14.98989127942296,3.471683977838937,-20.252280268065114,2.111180801133043,-54.14714918123063,2.096893941554343
414,33,80.0,0.4062,0.125,0.4688,10.5745,9.0318,9.6587,90.0023,90.0,90.0005,0.275,1.6731,922.4712299277977,4,13,15,48,350.7600018,278.892,1722.27,767.9712,3.3821035286316685,169,124,735,384,1412,507965.63929008244,157155.58431598483,-130790.47112710626,0.1272642186862441,2.103094983211248,1.8789843052282127,2.0473647109896884,1.8789843052282105,2.0653572643015248,1.878981651016334,10.524726977570364,5.0646607844828395,22.103530022604485,10.913553809025677,26.72617500164983,13.03262121728762,3119.8932018000005,29.010835810796138,59.354432001824684,1.878981651016334,2.0655258291948138,0.4583333333333333,0.9375,1.1458333333333333,2.5416666666666665,-174.06501486477683,2.0655258291948138,0.0,inf,10.020733401909377,3.4272388296856096,14.738302153147778,3.4198119935150744,75.63441468240414,3.0067515302059684,8.630692374780628,3.396646479229638,11.373498455332339,3.3496689645894047,-30.387964706897048,2.103094983211248,26.08691589492943,3.4371977863478573,-65.48132285415406,2.0473647109896884,-78.19572730372576,2.0653572643015248
415,194,80.0,0.25,0.75,0.0,6.3023,6.3023,23.9107,90.012,90.0021,119.9976,0.1422,2.4021,822.4917573342939,24,8,0,48,215.8523088,1673.352,0.0,767.9712,3.2306408971342644,104,744,0,384,1232,2483478.0028714733,4851962.312680956,-82771.39059251647,0.1373790470581801,2.2637466282051735,1.819183712477604,1.8994246262680743,1.819183712477604,inf,inf,49.29086503549053,23.120638889963878,14.761191993283358,7.792480498893664,0.0,0.0,2657.1755088000004,30.91311938885754,64.05205702877389,1.819183712477604,2.1887391572181234,1.6666666666666667,0.5833333333333334,0.0,2.25,-166.67235175669555,1.981306410862999,42.335437057189615,3.338473793582741,3.625452577572516,3.151157685352584,0.0,inf,72.38550948224362,2.9964604663949714,25.578384388145523,3.3685745618350933,0.0,inf,-119.91746876333357,2.0099650354712217,0.0,inf,-46.75488299336199,1.8994246262680736,0.0,inf
416,33,80.0,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2475,1.4369,975.6831034159112,2,10,20,48,269.815386,139.446,2296.36,767.9712,3.5601647438997284,130,62,980,384,1556,913530.1301833792,285895.2231690268,-155607.47286495462,0.12259394286156593,2.0962548872579907,1.9948198239670167,2.1067996365382147,1.9165813710959296,2.103800609011136,1.9165813710959283,2.387474584248982,1.1411047044299123,20.04509536163787,9.61650690877119,35.82117483877315,17.186877302351927,3473.592586,27.94448891555303,58.25374478465999,1.9165813710959283,2.1045238102191,0.10416666666666667,0.8125,1.5,2.4166666666666665,-161.92707512504506,2.0838414635861287,0.0,inf,7.815831732078707,3.4018340612484783,25.55734012213353,3.4690294148940666,72.8537327981085,3.063639440719641,2.876335015007258,3.5428533323223133,2.969199806731996,3.483677835853095,-6.846628226579473,2.0962548872579907,26.82411097667736,3.436555884923313,-54.82909659353789,2.076216864530785,-100.25135030492771,2.08710941143056
417,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.0825,2.1433,889.8043469963771,12,12,8,48,323.7784632000001,836.6759999999997,918.544,767.9712,3.1995456898027403,156,372,392,384,1304,467657.9687534914,37160.79276771962,-105127.7704916485,0.13036025070570642,1.9278840667540984,1.8623645123990733,1.976894259614824,1.8623645123990733,2.0303568380100083,1.9366453709292104,17.146293521460958,8.923236824330884,20.787122514773703,10.562740188285185,20.715116116166122,10.231146230457167,2846.9696632,29.717123243073235,58.64853215240078,1.8623645123990733,1.982308845202701,0.6875,0.8541666666666666,0.875,2.4166666666666665,-178.30273945843942,1.982308845202702,5.7014916975324175,3.343300184381286,7.359077249996814,3.3280707896439234,5.527370032271359,3.1259245486412186,74.62488691065886,3.0786682985934517,21.404183192541705,3.3948078836419664,16.537675998032206,3.3895307212978527,-53.5394209459853,1.9278840667540973,17.954208620988084,3.3336837961399888,-63.37644112971113,1.976894259614824,-61.386877382742995,2.0303568380100083
418,12,80.0,0.2188,0.5,0.2812,24.62,6.2643,6.1204,90.0,104.5208,90.0001,0.091,1.8706,913.779035487148,16,7,9,48,188.8707702,1115.568,1033.362,767.9712,3.3988216511711404,91,496,441,384,1412,484244.1775376046,29776.541310886958,-119900.01041637205,0.12806999987579162,1.9940466118584308,1.878801788869692,1.9454004736750488,1.8788017888696928,2.037538242028848,1.8788017888696933,28.148816665014788,14.181219472459723,10.813743640627447,5.577685643939228,19.174309648007718,9.443377488813406,3105.7719702,29.202282605212353,58.13686995364995,1.878801788869692,1.999862169399769,1.1666666666666667,0.4375,0.8125,2.4166666666666665,-175.2136956312741,1.999862169399769,22.273890940144742,3.3806398361792405,1.7111257553248371,3.2497412599089786,7.5033052009136725,3.299970914078868,73.34644096537653,3.1044331898617865,13.733515020688904,3.4554729189393414,16.917980365776714,3.356697369497733,-85.08731683475833,1.9940466118584308,11.077800051277153,3.3869842343637058,-33.46611386363537,1.9454004736750496,-56.66026493288044,2.0375382420288477
419,33,40.0,0.0625,0.0625,0.875,5.5929,9.5098,10.1346,90.0002,89.9965,90.0002,0.2199,0.8826,539.0326219002474,1,1,14,24,26.9815386,69.723,1607.4520000000002,383.9856,3.8738696950078633,13,31,686,192,922,737565.1917265148,311910.3697238765,-112048.20156185108,0.14451785415036253,2.2213440668725046,2.1285702075659554,2.120540365610874,2.060556052772497,2.176947415347139,1.984897823318705,1.3530462046219236,0.6113517540949504,0.94391111535383,0.4458405598733855,22.61659893927792,10.48682687122129,2088.1421386,11.544019185189624,24.913556259253674,1.984897823318705,2.1773247459972054,0.125,0.08333333333333333,1.9583333333333333,2.1666666666666665,-67.4717554197812,2.161549306189233,0.0,inf,0.0,inf,20.374523629964088,3.52542000468642,27.153790663764834,3.149716479939477,0.0,inf,2.037356032715711,3.6408755801462287,-3.668110524569701,2.2213440668725046,2.6184346025277176,3.7091638069445896,-2.6750433592403127,2.120540365610874,-61.128601535971185,2.1594776806383167
420,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1936,1.0907,964.6450386979456,3,8,21,48,215.8523088,209.169,2411.178,767.9712,3.736266050427026,104,93,1029,384,1610,1614213.5309770184,189733.11159983644,-164833.30278611838,0.12352736546231492,2.1459455165283243,2.0827508737410882,2.137585969641864,2.0827435704591184,2.1326773264581202,2.0827475069073973,6.0602097554379855,2.826155299211372,16.846453007240726,7.885755056458902,41.743566699219755,19.584507078601973,3604.1705088,30.29641743427225,64.65022946189846,2.0827435704591184,2.135207744034406,0.2708333333333333,0.75,1.8541666666666667,2.875,-181.77850460563354,2.135207744034406,0.0,inf,3.1598615187217862,3.391582481660341,33.81824944649238,3.4432467767998416,79.58637812177685,3.047940848671523,4.643194299062344,3.430728824083641,9.080605605275034,3.4714837973830632,-16.956931795268233,2.145945516528324,23.437894695178915,3.413705385626661,-47.31453033875339,2.137585969641864,-117.50704247161184,2.13267732645812
421,12,80.0,0.3438,0.2812,0.375,24.4654,6.2812,6.1912,89.9998,104.8096,90.0001,0.2026,1.6601,919.8090790685058,9,11,12,48,296.7969246,627.507,1377.816,767.9712,3.3377482289140845,143,279,588,384,1394,487387.6436340043,116397.52278954945,-122979.3811769556,0.1275096560928559,1.9887697759858,1.878009806234257,1.9940667859598715,1.8780098062342565,2.0222096397881306,1.8780098062342585,15.120254292836854,7.638048543957355,20.615842603262948,10.392955568122412,22.30647830301168,11.083495194391189,3070.0911246,29.114499306470947,58.04257519911148,1.8780098062342565,2.00361435598616,0.625,0.8541666666666666,0.9375,2.4166666666666665,-174.68699583882577,2.0036143559861608,2.3078297911873817,3.4303914004284644,10.926234937250886,3.4138322169631805,7.9452179474633535,3.3867810592575323,73.13552454366518,3.1051758497126336,14.830102455582333,3.4187723472052856,17.930399240958728,3.339131713652176,-45.828291263744134,1.9887697759858,19.11176376630905,3.379772588031104,-62.357733408734475,1.9940667859598715,-66.50097116634711,2.0222096397881306
422,194,80.0,0.75,0.25,0.0,6.1464,6.1461,23.5348,90.0162,89.9984,120.00399999999999,0.2511,3.3218,769.9172650168256,8,24,0,48,647.5569264000002,557.784,0.0,767.9712,2.5630184125782343,312,248,0,384,944,342988.9128062712,1134643.4373979198,-45606.902525121346,0.14356398231205736,2.035406253396626,1.7739772662391295,2.178470844216053,1.7739772662391295,inf,inf,15.607169737336173,8.004361202060325,49.77749631845367,24.22745098258103,0.0,0.0,1973.3121264000001,32.23181218464136,65.38466605578984,1.7739772662391295,2.1458605330733893,0.5625,1.6875,0.0,2.25,-173.97898287974363,1.9394925379232928,3.6218156347578256,3.1635330967697457,40.79292493775489,3.2693555591047185,0.0,inf,75.56579953940246,2.9326674269353643,30.309040269020766,3.2844562885467647,0.0,inf,-45.25304003691845,1.9011180877502785,0.0,inf,-128.72594284282525,1.9522840213142985,0.0,inf
423,12,80.0,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,0.11800000000000001,2.2205,883.2215822671858,13,12,7,48,323.7784632000001,906.399,803.7260000000001,767.9712,3.1723349151044613,156,403,343,384,1286,492807.9765826218,19488.162142191297,-101153.94987171413,0.13100717663634145,1.9795949252765817,1.8591290273822827,1.944489412249729,1.8591290273822825,2.013096824769583,1.859129027382284,23.79484123586194,12.0729389734092,19.06617181840365,9.843651963174514,15.92242674903121,7.93573190475946,2801.8746632,29.852322841343174,58.783439803296794,1.8591290273822825,1.977639380464362,0.9791666666666666,0.7708333333333334,0.6666666666666666,2.4166666666666665,-179.11393704805906,1.977639380464362,10.779781414232929,3.306982127219253,6.185364566038648,3.4334459797915162,1.8511571657445731,3.1186062715812843,74.95671226016029,3.0730818989649133,25.62890651686709,3.3704382647870967,13.749653247858904,3.3543946043172315,-72.43763384045522,1.9795949252765817,16.60685225223682,3.301079711145263,-59.06191177904707,1.9444894122497285,-47.61439142855676,2.013096824769583
424,227,40.0,0.5625,0.125,0.3125,5.9985,5.9983,14.6188,90.0255,89.9903,119.9999,0.5239,0.5201,455.5264467065557,2,9,5,24,242.8338474,139.446,574.09,383.9856,2.942431678974371,117,62,245,192,616,326682.9372188821,107740.44741638617,-55481.05924840869,0.16167981608155998,2.0424678031818466,1.9088143531060056,2.042877332199952,1.9004395034311568,2.0450675359721138,1.9004395034311568,2.450778006937296,1.2026847024353415,15.191884459297713,7.4538333540065995,10.769131874448233,5.2775179431650825,1340.3554474000002,13.934035999607026,28.41179434068325,1.9004395034311568,2.0436727949223146,0.2083333333333333,1.2916666666666667,0.9166666666666666,2.4166666666666665,-83.60421599764214,2.0436727949223146,0.7297511916459144,3.511832941801412,8.679330377631706,3.25128178370386,4.205202282349007,3.3020413815373324,29.9638826065214,2.97237742851878,1.7340990569774004,3.250961434281043,3.1338460331943514,3.4193903927433165,-7.216108214612051,2.0424678031818466,13.812589092505169,3.2618015993627503,-44.7230001240396,2.042877332199952,-31.66510765899049,2.0450675359721133
425,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202000000000001,6.0758,89.9997,104.5965,90.0001,0.1662,1.9916,889.501883835234,9,14,9,48,377.7415404,627.507,1033.362,767.9712,3.1552285513988565,182,279,441,384,1286,452890.1891602485,85930.56934818448,-104717.24866915039,0.13038980053204546,1.9253154441935918,1.860328781554556,1.9826164826336048,1.860328781554556,2.019432217181917,1.8603287815545584,13.5257260048164,7.046919279038109,26.28960624036114,13.321791758003751,18.85155925884716,9.369054130691735,2806.5817404,29.737765167733606,58.666891504024704,1.860328781554556,1.9818334732663248,0.5416666666666666,1.0833333333333333,0.7916666666666666,2.4166666666666665,-178.4265910064016,1.981833473266325,4.8718792100767825,3.3519813708671418,15.770920827142715,3.39798958669976,6.688019045260859,3.301034751971069,74.68044494010047,3.076203762790111,16.153715292591407,3.3552892191706563,10.87434994810217,3.4181293774092723,-42.281515674228665,1.925315444193592,20.195808956851465,3.2817051278993787,-79.93075054802252,1.982616482633605,-56.214324784150406,2.019432217181917
426,206,80.0,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1287,1.3821,938.7546849503784,18,0,14,48,0.0,1255.014,1607.4520000000002,767.9712,3.8672906332200094,0,558,686,384,1628,877584.5232984234,181400.91458986985,-155547.1229421934,0.12578826419182074,2.117572620075278,2.063919704368495,inf,inf,2.1140805240308254,2.063894675048971,34.48170121143576,16.29136406085447,0.0,0.0,30.757609655559396,14.55967998145655,3630.4372,30.85104404231102,65.23931086699514,2.063894675048971,2.1159277922282533,1.5208333333333333,0.0,1.3541666666666667,2.875,-185.10626425386613,2.1159277922282533,16.749996610234152,3.2861359353738946,0.0,inf,20.23558141058777,3.4891554388983845,84.0786580016317,3.0801842072804817,0.0,inf,38.511473984386704,3.4043956934419883,-97.74818436512682,2.1175726200752782,0.0,inf,0.0,inf,-87.3580798887393,2.114080524030825
427,227,40.0,0.1875,0.5,0.3125,6.0728,6.0725,14.8624,89.9897,90.0088,119.9957,0.3569,0.6581,474.6733912068429,8,3,5,24,80.94461580000002,557.784,574.09,383.9856,3.3640061679888418,39,248,245,192,724,269247.65642283024,202042.49127228753,-70036.42314363491,0.1573022540198766,2.0829746868360948,1.9321059540018188,2.104340591474717,2.104118256628762,2.024471299967791,1.9321059540018155,15.374744512323234,7.393156827933477,5.227290741808323,2.4840517024098614,7.422631301326723,3.6796438379752994,1596.8042158,13.556852368318632,28.024666555458282,1.9321059540018155,2.071896654905065,1.3333333333333333,0.4583333333333333,0.625,2.4166666666666665,-81.34111420991181,2.071896654905065,7.993260985242911,3.2097851121869025,0.9761814560367298,3.0363789924273035,2.7839674611222898,3.5978668497729243,29.14538824373593,3.0138226863474227,5.328124463517686,3.2099555087040264,9.530658718610695,3.3981038087948785,-44.35894096760087,2.0829746868360948,4.794769881968795,3.384686633837557,-14.90431021445917,2.1043405914747173,-22.07786302785179,2.0244712999677907
428,12,80.0,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1912,1.4875,947.0770888522104,8,9,15,48,242.8338474,557.784,1722.27,767.9712,3.4747530968025906,117,248,735,384,1484,543915.4320215331,85572.499196003,-138749.15499330632,0.1250502743068773,2.0055116409084968,1.8931069069459507,1.9939585624959848,1.8931069069459507,2.0451045766509885,1.8931069069459503,14.500323241940244,7.269665358683128,14.078361243580279,7.0958654423952865,28.92814361169415,14.221717871553302,3290.8590474,28.587248672631716,57.50682809721467,1.8931069069459503,2.0228607530917446,0.6041666666666666,0.5833333333333334,1.2291666666666667,2.4166666666666665,-171.5234920357903,2.022860753091744,2.205478932108289,3.5268823682443724,3.0985346799064946,3.4196625730672903,15.12551901705605,3.381504559137308,71.8229113938943,3.130219416682776,11.640549381464885,3.4284790702947125,18.998978058543244,3.387221938364879,-43.61799215209875,2.0055116409084968,20.71239052533063,3.450202911245792,-42.575192654371726,1.9939585624959844,-85.3303072293198,2.045104576650989
429,206,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0617,0.9567,1050.7759468782083,3,1,28,48,26.9815386,209.169,3214.9040000000005,767.9712,4.015152565239497,13,93,1372,384,1862,1567479.5031235213,148863.12801004323,-203558.64265619844,0.11668135230495348,2.189203751326301,2.143034860498082,2.199338564077037,2.14300132320282,2.197543090252685,2.1429784871172006,5.025857225490948,2.2968346619435733,2.7292581416372075,1.2420057594215943,55.07802448560482,25.07845973293217,4219.0257386,28.617300154297336,62.83313985273297,2.1429784871172006,2.1969564244175825,0.22916666666666666,0.125,2.520833333333333,2.875,-171.70380092578404,2.1969564244175825,0.7977561085798843,3.35881578517764,0.0,inf,52.051937059116966,3.5245106398224317,75.17547535842306,3.136084884240859,0.0,inf,10.79422040255633,3.5595863715129608,-13.781007971661436,2.1892037513263007,6.386851985440355,3.5849971513211685,-7.452034556529566,2.199338564077037,-150.47075839759304,2.1975430902526845
430,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0607,3.713,282.2113960343946,6,6,0,18,161.88923160000004,418.338,0.0,287.9892,3.0764754499644162,78,186,0,144,408,73235.75662417557,7141.401356699761,-28971.925648843164,0.20213224222267265,1.9910420000359068,1.920327535785656,1.9910200420479511,1.920327544252158,inf,inf,10.053503951845052,5.057977209424495,10.053623026586779,5.058101216497963,0.0,0.0,868.2164316000003,10.116078425922456,20.10712697843183,1.920327535785656,1.9910310210419289,1.1111111111111112,1.1111111111111112,0.0,2.2222222222222223,-60.69647055553475,1.9910310210419289,7.320566075180565,3.2220982949277728,5.616295407562872,3.4435185028093183,0.0,inf,22.98398532314755,2.984148217757138,11.87407642457135,3.4309952334040563,0.0,inf,-30.34786325654697,1.9910420000359068,0.0,inf,-30.34860729898778,1.9910200420479511,0.0,inf
431,33,80.0,0.9062,0.0625,0.0312,9.8554,8.4654,9.0967,90.0054,90.0023,90.0013,0.0693,4.2315,758.9367958979874,2,29,1,48,782.4646194000003,139.446,114.818,767.9712,2.3779316395703907,377,62,49,384,872,193126.61314018228,10773.750156312411,-38031.45540862362,0.14494540857140775,1.912873497489069,1.7543435845831077,1.937428829025835,1.7542823046584537,1.942458964683656,1.942458964683656,5.26807094686342,2.7946598609446887,57.563752651942174,29.986582727671923,0.5148113901921515,0.2650307674715756,1804.6998194000007,33.04627335608819,63.34663498899774,1.7542823046584537,1.9354573275528035,0.2083333333333333,2.3125,0.020833333333333332,2.5416666666666665,-198.27764013652907,1.9354573275528035,0.0,inf,64.58415342344095,3.204422710905223,0.0,inf,95.56870027517996,2.9948755002657683,14.437308554534356,3.1671739031253963,0.0,inf,-16.767959165668127,1.912873497489069,1.629216749590826,3.3248661902339416,-179.91949636603152,1.9374288290258348,-1.5901846048294537,1.942458964683656
432,33,80.0,0.5625,0.2812,0.1562,10.1548,8.7073,9.3339,90.0027,90.0017,90.0011,0.1835,2.5807,825.3117441125861,9,18,5,48,485.6676948,627.507,574.09,767.9712,2.974919371152273,234,279,245,384,1142,383292.01869805844,30836.550791412017,-80511.430439503,0.13706593058630373,2.0179241210286927,1.8063086111762523,1.9850385387612908,1.806300332629472,1.951108232476676,1.817358990027166,17.92675944977924,8.968774529840283,35.4555392294792,18.050057617159904,8.217712431106749,4.229607886093166,2455.2358948,31.248440033093356,61.60001111036519,1.806300332629472,1.9902926048356568,0.75,1.4583333333333333,0.3333333333333333,2.5416666666666665,-187.4906401985601,1.9902926048356568,7.484092591313846,3.3080176590943298,23.16551127598221,3.3088393152860918,0.8548297033744986,3.2447515792012966,87.91446242438448,3.0306807218878538,22.651443402703123,3.291102851371773,7.689949312510648,3.256338929889648,-53.81264717904169,2.0179241210286927,14.437547590170569,3.2707407769486503,-108.30034570295942,1.9850385387612908,-25.377647316558992,1.9511082324766762
433,227,40.0,0.5,0.125,0.375,6.0581,6.0571,14.4891,90.0074,89.9961,119.9995,0.3884,1.5225,460.44250457689174,2,8,6,24,215.8523088,139.446,688.908,383.9856,3.1017812096048547,104,62,294,192,652,328272.7543133999,74923.48223423955,-62548.055923157175,0.16052694183801264,2.0838472952829465,2.083196793353801,2.015856750397818,1.8835879507677624,2.07610384159165,1.9238833165651976,4.318934912017727,2.072577833814372,11.430464359477648,5.691305071126792,10.599691985486103,5.108488058815582,1428.1919088,12.872370963756747,26.34909125698148,1.8835879507677624,2.0517336191057898,0.375,0.9583333333333334,0.9166666666666666,2.25,-77.23422578254048,2.0517336191057898,0.9812249095755112,3.028565510995009,7.44003202862504,3.4945879035952587,4.709615312252739,3.1099209282867344,29.784033452052608,2.981565022132984,4.610892403326036,3.4390233398750847,2.024938758597711,2.9814690617017474,-12.435467002886224,2.083847295282947,12.45079461074923,3.323416145518304,-34.14783042676076,2.015856750397819,-30.650928352893487,2.07610384159165
